year;qrt;region;area_type;tran_count;area_total;area_mean;eur_total;eur_min;eur_max;em_min;em_max;em_median;em_mean;em_sd
2005;3;Kristiine linnaosa;30-40,99;61;2 167,10;35,53;1 947 213;9 893;50 810;309,42;1 450,69;922,97;897,94;290,11
2005;3;Kristiine linnaosa;41-54,99;61;2 887,80;47,34;2 638 111;6 426;89 476;136,72;1 691,42;910,61;911,87;265,86
2005;3;Kristiine linnaosa;55-69,99;50;3 147,80;62,96;2 654 072;14 380;101 620;222,95;1 568,20;887,36;843,36;243,59
2005;3;Kristiine linnaosa;70-249,99;26;2 325,20;89,43;2 334 325;54 325;144 728;709,20;1 696,42;1 000,16;1 004,72;224,09
2005;3;Lasnamäe linnaosa;10-29,99;51;1 004,10;19,69;744 255;2 697;32 787;194,29;1 214,32;700,25;704,51;269,07
2005;3;Lasnamäe linnaosa;30-40,99;229;7 684,10;33,56;6 305 832;2 773;52 194;88,87;1 285,58;879,52;819,78;214,70
2005;3;Lasnamäe linnaosa;41-54,99;292;14 356,30;49,17;10 805 305;1 134;69 323;21,63;1 330,57;806,33;752,18;255,84
2005;3;Lasnamäe linnaosa;55-69,99;317;20 349,70;64,19;13 681 244;3 310;102 046;50,92;1 567,52;720,81;673,61;230,42
2005;3;Lasnamäe linnaosa;70-249,99;76;6 061,00;79,75;3 978 630;4 655;109 289;60,30;1 428,61;652,38;659,46;258,16
2005;3;Mustamäe linnaosa;10-29,99;149;2 313,00;15,52;2 411 777;5 752;32 915;471,48;1 917,35;1 071,69;1 054,96;171,03
2005;3;Mustamäe linnaosa;30-40,99;28;934,20;33,36;814 810;1 917;44 419;57,41;1 237,29;950,60;875,64;247,47
2005;3;Mustamäe linnaosa;41-54,99;218;9 738,50;44,67;7 878 560;3 801;61 994;86,78;1 408,96;857,63;809,47;232,78
2005;3;Mustamäe linnaosa;55-69,99;131;8 025,10;61,26;5 993 222;2 556;79 826;37,21;1 346,13;775,99;747,85;206,74
2005;3;Mustamäe linnaosa;70-249,99;11;856,60;77,87;750 003;61 355;81 487;703,03;1 015,65;854,59;878,19;93,84
2005;3;Nõmme linnaosa;10-29,99;14;237,90;16,99;182 340;3 196;28 760;266,30;1 141,69;648,16;702,45;273,84
2005;3;Nõmme linnaosa;30-40,99;23;799,20;34,75;1 031 406;19 173;242 864;481,75;6 727,54;963,49;1 280,75;1 254,25
2005;3;Nõmme linnaosa;41-54,99;31;1 485,60;47,92;1 286 936;3 879;77 653;83,24;1 473,73;918,90;865,54;349,56
2005;3;Nõmme linnaosa;55-69,99;31;1 926,60;62,15;1 723 972;5 109;92 672;77,52;1 395,40;834,48;893,21;317,15
2005;3;Nõmme linnaosa;70-249,99;29;2 741,48;94,53;2 428 045;13 072;137 410;115,68;1 521,71;878,00;913,98;372,92
2005;3;Pirita linnaosa;10-29,99;1;13,70;13,70;***;***;***;***;***;***;***;***
2005;3;Pirita linnaosa;30-40,99;5;193,20;38,64;***;***;***;***;***;***;***;***
2005;3;Pirita linnaosa;41-54,99;19;949,60;49,98;1 184 527;30 678;124 628;637,79;2 405,94;1 269,56;1 253,46;435,59
2005;3;Pirita linnaosa;55-69,99;36;2 199,50;61,10;2 214 035;46 393;95 548;767,57;1 682,18;925,55;1 009,65;200,74
2005;3;Pirita linnaosa;70-249,99;96;9 839,39;102,49;10 111 710;24 611;223 446;206,65;1 973,86;969,67;1 028,01;253,84
2005;3;Põhja-Tallinna linnaosa;10-29,99;123;2 534,38;20,60;1 835 120;1 278;42 565;59,73;1 498,77;718,73;709,21;299,79
2005;3;Põhja-Tallinna linnaosa;30-40,99;125;4 562,60;36,50;3 579 894;1 035;63 270;31,47;1 678,25;828,48;787,99;320,80
2005;3;Põhja-Tallinna linnaosa;41-54,99;141;6 640,60;47,10;5 082 669;3 102;94 589;56,72;2 012,54;797,22;766,14;356,64
2005;3;Põhja-Tallinna linnaosa;55-69,99;84;5 252,60;62,53;4 237 579;7 946;119 802;132,43;1 733,75;793,69;799,57;335,60
2005;3;Põhja-Tallinna linnaosa;70-249,99;32;2 658,00;83,06;2 114 134;7 114;121 432;96,92;1 438,42;805,92;808,64;340,53
2005;4;Haabersti linnaosa;10-29,99;5;79,50;15,90;111 015;12 271;35 151;1 057,85;3 030,29;1 092,51;1 500,72;858,16
2005;4;Haabersti linnaosa;30-40,99;48;1 625,00;33,85;1 816 259;6 199;60 716;188,43;1 817,85;1 173,51;1 121,55;396,86
2005;4;Haabersti linnaosa;41-54,99;105;5 193,10;49,46;5 038 344;389;78 611;7,40;1 584,59;1 020,81;968,98;300,58
2005;4;Haabersti linnaosa;55-69,99;121;7 840,30;64,80;7 034 696;383;98 744;5,94;1 730,70;948,46;901,01;335,13
2005;4;Haabersti linnaosa;70-249,99;74;7 758,40;104,84;6 838 665;383;181 524;4,33;1 860,72;897,09;906,82;261,47
2005;4;Kesklinna linnaosa;10-29,99;115;2 529,30;21,99;3 575 059;2 940;127 823;190,91;8 465,12;1 164,11;1 414,21;996,23
2005;4;Kesklinna linnaosa;30-40,99;212;7 390,35;34,86;9 753 986;2 554;111 877;79,82;2 876,02;1 209,35;1 310,72;473,74
2005;4;Kesklinna linnaosa;41-54,99;219;10 706,30;48,89;15 666 056;2 876;182 148;54,89;3 878,13;1 485,37;1 462,28;526,46
2005;4;Kesklinna linnaosa;55-69,99;223;13 591,80;60,95;19 277 709;4 474;220 495;72,75;3 737,21;1 464,26;1 420,02;536,32
2005;4;Kesklinna linnaosa;70-249,99;272;26 467,00;97,31;40 168 186;4 602;483 812;64,36;3 517,77;1 537,22;1 509,74;595,17
2005;4;Kristiine linnaosa;10-29,99;27;563,10;20,86;620 678;3 196;47 934;222,95;2 014,02;1 096,99;1 095,85;427,46
2005;4;Kristiine linnaosa;30-40,99;47;1 726,40;36,73;1 830 881;2 365;65 829;70,59;1 683,61;1 177,73;1 060,92;451,63
2005;4;Kristiine linnaosa;41-54,99;70;3 290,10;47,00;3 448 085;3 196;81 487;68,57;1 581,18;1 106,53;1 043,64;334,77
2005;4;Kristiine linnaosa;55-69,99;54;3 366,70;62,35;3 056 621;9 587;108 011;162,21;1 803,18;888,66;907,35;389,74
2005;4;Kristiine linnaosa;70-249,99;39;3 356,30;86,06;3 536 481;4 623;178 314;39,65;1 752,70;1 089,89;1 053,63;420,25
2005;4;Lasnamäe linnaosa;10-29,99;42;789,10;18,79;728 989;3 196;45 377;219,70;1 663,45;858,14;874,08;377,97
2005;4;Lasnamäe linnaosa;30-40,99;220;7 464,90;33,93;8 047 274;1 853;62 314;56,51;1 685,48;1 145,13;1 080,31;356,21
2005;4;Lasnamäe linnaosa;41-54,99;279;13 747,90;49,28;11 844 163;2 624;104 496;50,29;1 949,54;947,08;860,05;344,80
2005;4;Lasnamäe linnaosa;55-69,99;307;19 627,40;63,93;14 803 280;2 792;106 732;45,36;1 622,07;828,84;755,18;337,94
2005;4;Lasnamäe linnaosa;70-249,99;72;6 015,30;83,55;4 589 347;7 725;103 856;96,20;1 314,38;779,51;762,77;289,99
2005;4;Mustamäe linnaosa;10-29,99;146;2 400,80;16,44;2 980 538;6 498;47 934;310,05;1 693,39;1 235,27;1 258,92;225,93
2005;4;Mustamäe linnaosa;30-40,99;27;901,00;33,37;961 897;9 603;53 047;250,08;1 704,31;1 195,41;1 083,91;422,52
2005;4;Mustamäe linnaosa;41-54,99;180;8 073,60;44,85;7 586 595;1 267;81 487;28,99;1 613,61;1 010,30;938,18;334,32
2005;4;Mustamäe linnaosa;55-69,99;131;8 039,70;61,37;6 671 563;2 000;86 281;33,23;1 367,36;902,41;830,95;312,02
2005;4;Mustamäe linnaosa;70-249,99;7;595,80;85,11;615 150;75 416;99 063;790,52;1 279,88;1 019,94;1 043,11;160,42
2005;4;Nõmme linnaosa;10-29,99;17;345,30;20,31;450 192;7 760;175 757;359,26;6 838,79;876,93;1 218,95;1 488,26
2005;4;Nõmme linnaosa;30-40,99;22;763,40;34,70;808 108;6 392;70 303;210,25;1 884,79;1 119,46;1 071,19;488,74
2005;4;Nõmme linnaosa;41-54,99;31;1 446,90;46,67;1 755 439;10 418;147 955;227,46;3 251,77;1 164,69;1 213,24;628,81
2005;4;Nõmme linnaosa;55-69,99;32;1 961,80;61,31;2 153 275;26 606;140 606;412,50;2 179,93;938,62;1 097,25;450,37
2005;4;Nõmme linnaosa;70-249,99;16;1 436,10;89,76;1 657 875;62 314;166 170;831,96;1 653,44;1 091,43;1 164,82;265,39
2005;4;Pirita linnaosa;30-40,99;10;372,60;37,26;492 200;22 369;90 882;616,23;2 372,91;1 256,54;1 316,08;458,85
2005;4;Pirita linnaosa;41-54,99;35;1 732,90;49,51;2 065 260;45 441;111 507;952,65;2 429,34;1 117,24;1 198,97;266,30
2005;4;Pirita linnaosa;55-69,99;37;2 342,50;63,31;2 699 146;43 200;148 607;624,27;2 166,29;1 118,45;1 155,75;274,81
2005;4;Pirita linnaosa;70-249,99;158;16 434,50;104,02;17 377 462;55 411;363 945;487,11;2 090,44;986,38;1 037,36;252,23
2005;4;Põhja-Tallinna linnaosa;10-29,99;107;2 322,40;21,70;2 074 012;3 196;57 840;155,88;2 008,33;901,98;864,43;396,06
2005;4;Põhja-Tallinna linnaosa;30-40,99;136;4 937,10;36,30;4 703 115;4 154;67 107;106,25;1 989,70;1 009,19;957,78;374,96
2005;4;Põhja-Tallinna linnaosa;41-54,99;155;7 318,70;47,22;6 584 914;3 649;89 476;70,18;1 731,62;941,16;902,14;365,95
2005;4;Põhja-Tallinna linnaosa;55-69,99;112;6 841,80;61,09;6 168 805;3 946;150 192;69,72;2 528,49;821,51;896,33;450,02
2005;4;Põhja-Tallinna linnaosa;70-249,99;74;6 241,00;84,34;4 760 395;4 923;230 082;65,39;1 507,03;738,70;762,90;350,90
2006;1;Haabersti linnaosa;10-29,99;10;174,85;17,49;244 142;5 113;50 810;206,58;3 136,40;1 482,34;1 511,80;732,29
2006;1;Haabersti linnaosa;30-40,99;34;1 128,40;33,19;1 699 027;24 670;89 476;754,43;2 220,26;1 566,28;1 499,17;313,29
2006;1;Haabersti linnaosa;41-54,99;72;3 624,10;50,33;4 274 419;4 045;119 898;75,61;2 279,43;1 322,69;1 177,11;429,59
2006;1;Haabersti linnaosa;55-69,99;94;6 090,60;64,79;6 124 690;2 268;156 584;34,42;2 266,04;1 199,27;1 006,49;515,43
2006;1;Haabersti linnaosa;70-249,99;45;4 346,30;96,58;4 641 347;17 617;194 291;164,03;2 503,76;1 024,64;1 120,66;466,77
2006;1;Kesklinna linnaosa;10-29,99;87;2 019,13;23,21;2 961 991;639;95 867;22,35;5 402,51;1 439,45;1 459,08;947,60
2006;1;Kesklinna linnaosa;30-40,99;111;3 916,30;35,28;6 552 625;5 557;185 344;173,65;4 764,62;1 582,14;1 666,96;773,02
2006;1;Kesklinna linnaosa;41-54,99;162;7 840,50;48,40;12 601 631;383;159 779;7,30;3 317,45;1 563,75;1 612,87;598,71
2006;1;Kesklinna linnaosa;55-69,99;150;9 232,05;61,55;14 813 786;12 539;210 589;190,28;3 190,74;1 650,04;1 604,60;593,21
2006;1;Kesklinna linnaosa;70-249,99;190;17 632,90;92,80;28 552 396;639;428 208;8,07;4 728,36;1 642,48;1 647,40;690,41
2006;1;Kristiine linnaosa;10-29,99;20;411,85;20,59;635 090;11 185;47 934;501,55;2 141,37;1 626,79;1 564,69;363,97
2006;1;Kristiine linnaosa;30-40,99;36;1 279,70;35,55;1 835 765;2 775;143 801;78,17;4 168,15;1 393,16;1 437,09;964,24
2006;1;Kristiine linnaosa;41-54,99;52;2 472,30;47,54;3 758 270;8 974;143 801;176,65;3 352,01;1 413,42;1 522,97;738,43
2006;1;Kristiine linnaosa;55-69,99;37;2 332,00;63,03;2 778 296;15 228;143 801;240,56;2 139,90;1 324,59;1 198,18;543,37
2006;1;Kristiine linnaosa;70-249,99;33;2 939,80;89,08;3 636 623;15 225;203 559;174,60;1 980,25;1 306,74;1 245,78;379,35
2006;1;Lasnamäe linnaosa;10-29,99;38;708,60;18,65;670 243;4 266;41 543;227,44;2 001,27;933,07;971,95;427,37
2006;1;Lasnamäe linnaosa;30-40,99;169;5 663,70;33,51;7 285 502;3 924;79 250;127,82;2 198,80;1 461,39;1 284,40;436,74
2006;1;Lasnamäe linnaosa;41-54,99;210;10 298,10;49,04;10 406 978;383;99 063;7,73;1 946,23;1 150,28;1 010,24;463,68
2006;1;Lasnamäe linnaosa;55-69,99;281;18 045,00;64,22;17 160 583;820;140 606;12,64;2 166,50;980,52;952,26;394,25
