qtr_year;region;total_count;region_area;tran_p_ha
01/10/2017;Pikaliiva;132;447;0,295302013
01/10/2017;Pirita;6;173;0,034682081
01/10/2017;Priisle;84;185;0,454054054
01/10/2017;Rahumäe;6;162;0,037037037
01/10/2017;Raua;28;31;0,903225806
01/10/2017;Raudalu;1;180;0,005555556
01/10/2017;Sääse;34;61;0,557377049
01/10/2017;Sadama;83;139;0,597122302
01/10/2017;Seli;51;95;0,536842105
01/10/2017;Sibulaküla;20;13;1,538461538
01/10/2017;Siili;11;26;0,423076923
01/10/2017;Sikupilli;137;135;1,014814815
01/10/2017;Sitsi;19;45;0,422222222
01/10/2017;Sõjamäe;1;747;0,001338688
01/10/2017;Südalinn;1;25;0,04
01/10/2017;Tatari;13;22;0,590909091
01/10/2017;Tiskre;14;139;0,100719424
01/10/2017;Tondi;82;133;0,616541353
01/10/2017;Tõnismäe;3;22;0,136363636
01/10/2017;Torupilli;30;51;0,588235294
01/10/2017;Ülemiste;4;340;0,011764706
01/10/2017;Uus Maailm;56;65;0,861538462
01/10/2017;Uuslinn;1;22;0,045454545
01/10/2017;Väike-Õismäe;99;218;0,45412844
01/10/2017;Vana-Mustamäe;4;198;0,02020202
01/10/2017;Vanalinn;24;110;0,218181818
01/10/2017;Veerenni;28;92;0,304347826
01/10/2017;Vismeistri;1;143;0,006993007
01/01/2018;Astangu;91;207;0,439613527
01/01/2018;Haabersti;21;97;0,216494845
01/01/2018;Hiiu;2;263;0,007604563
01/01/2018;Järve;11;105;0,104761905
01/01/2018;Juhkentali;16;130;0,123076923
01/01/2018;Kadaka;85;281;0,302491103
01/01/2018;Kadriorg;66;256;0,2578125
01/01/2018;Kakumäe;1;251;0,003984064
01/01/2018;Kalamaja;113;210;0,538095238
01/01/2018;Karjamaa;10;97;0,103092784
01/01/2018;Kassisaba;30;45;0,666666667
01/01/2018;Katleri;118;38;3,105263158
01/01/2018;Keldrimäe;37;35;1,057142857
01/01/2018;Kelmiküla;11;21;0,523809524
01/01/2018;Kitseküla;37;140;0,264285714
01/01/2018;Kivimäe;8;222;0,036036036
01/01/2018;Kompassi;10;16;0,625
01/01/2018;Kopli;29;282;0,102836879
01/01/2018;Kose;8;346;0,023121387
01/01/2018;Kurepõllu;21;68;0,308823529
01/01/2018;Kuristiku;29;84;0,345238095
01/01/2018;Laagna;98;136;0,720588235
01/01/2018;Laagri;2;41;0,048780488
01/01/2018;Lepiku;2;162;0,012345679
01/01/2018;Liiva;2;264;0,007575758
01/01/2018;Lilleküla;131;546;0,23992674
01/01/2018;Loopealse;16;57;0,280701754
01/01/2018;Maakri;13;13;1
01/01/2018;Maarjamäe;7;155;0,04516129
01/01/2018;Mähe;13;282;0,046099291
01/01/2018;Männiku;12;447;0,026845638
01/01/2018;Merivälja;5;163;0,030674847
01/01/2018;Mustakivi;43;116;0,370689655
01/01/2018;Mustamäe;232;441;0,526077098
01/01/2018;Mustjõe;11;179;0,061452514
01/01/2018;Nõmme;13;480;0,027083333
01/01/2018;Õismäe;2;178;0,011235955
01/01/2018;Pääsküla;16;661;0,024205749
01/01/2018;Pae;35;58;0,603448276
01/01/2018;Paevälja;33;119;0,277310924
01/01/2018;Paljassaare;2;395;0,005063291
01/01/2018;Pelgulinn;68;238;0,285714286
01/01/2018;Pelguranna;70;100;0,7
01/01/2018;Pikaliiva;50;447;0,111856823
01/01/2018;Pirita;5;173;0,028901734
01/01/2018;Priisle;89;185;0,481081081
01/01/2018;Rahumäe;5;162;0,030864198
01/01/2018;Raua;18;31;0,580645161
01/01/2018;Raudalu;4;180;0,022222222
01/01/2018;Sääse;32;61;0,524590164
01/01/2018;Sadama;57;139;0,410071942
01/01/2018;Seli;53;95;0,557894737
01/01/2018;Sibulaküla;11;13;0,846153846
01/01/2018;Siili;20;26;0,769230769
01/01/2018;Sikupilli;73;135;0,540740741
01/01/2018;Sitsi;27;45;0,6
01/01/2018;Südalinn;1;25;0,04
01/01/2018;Tatari;22;22;1
01/01/2018;Tiskre;15;139;0,107913669
01/01/2018;Tondi;86;133;0,646616541
01/01/2018;Tõnismäe;7;22;0,318181818
01/01/2018;Torupilli;36;51;0,705882353
01/01/2018;Ülemiste;5;340;0,014705882
01/01/2018;Uus Maailm;48;65;0,738461538
01/01/2018;Uuslinn;1;22;0,045454545
01/01/2018;Väike-Õismäe;96;218;0,440366972
01/01/2018;Vana-Mustamäe;3;198;0,015151515
01/01/2018;Vanalinn;32;110;0,290909091
01/01/2018;V?;1;408;0,00245098
01/01/2018;Veerenni;22;92;0,239130435
01/01/2018;Vismeistri;2;143;0,013986014
01/04/2018;Astangu;86;207;0,415458937
01/04/2018;Haabersti;22;97;0,226804124
01/04/2018;Hiiu;11;263;0,041825095
01/04/2018;Järve;14;105;0,133333333
01/04/2018;Juhkentali;10;130;0,076923077
01/04/2018;Kadaka;87;281;0,309608541
01/04/2018;Kadriorg;45;256;0,17578125
01/04/2018;Kakumäe;4;251;0,015936255
01/04/2018;Kalamaja;171;210;0,814285714
01/04/2018;Karjamaa;20;97;0,206185567
01/04/2018;Kassisaba;35;45;0,777777778
01/04/2018;Katleri;66;38;1,736842105
01/04/2018;Keldrimäe;30;35;0,857142857
01/04/2018;Kelmiküla;10;21;0,476190476
01/04/2018;Kitseküla;33;140;0,235714286
01/04/2018;Kivimäe;14;222;0,063063063
01/04/2018;Kompassi;8;16;0,5
01/04/2018;Kopli;29;282;0,102836879
01/04/2018;Kose;11;346;0,031791908
01/04/2018;Kurepõllu;20;68;0,294117647
01/04/2018;Kuristiku;27;84;0,321428571
01/04/2018;Laagna;87;136;0,639705882
01/04/2018;Laiaküla;2;159;0,012578616
01/04/2018;Lepiku;3;162;0,018518519
01/04/2018;Liiva;5;264;0,018939394
01/04/2018;Lilleküla;142;546;0,26007326
01/04/2018;Loopealse;15;57;0,263157895
01/04/2018;Maakri;8;13;0,615384615
01/04/2018;Maarjamäe;8;155;0,051612903
01/04/2018;Mähe;21;282;0,074468085
01/04/2018;Männiku;13;447;0,029082774
01/04/2018;Merimetsa;1;134;0,007462687
01/04/2018;Merivälja;1;163;0,006134969
01/04/2018;M?gu;1;70;0,014285714
01/04/2018;Mustakivi;60;116;0,517241379
01/04/2018;Mustamäe;254;441;0,575963719
01/04/2018;Mustjõe;12;179;0,067039106
01/04/2018;Nõmme;5;480;0,010416667
01/04/2018;Õismäe;1;178;0,005617978
01/04/2018;Pääsküla;22;661;0,033282905
01/04/2018;Pae;50;58;0,862068966
01/04/2018;Paevälja;61;119;0,512605042
01/04/2018;Paljassaare;3;395;0,007594937
01/04/2018;Pelgulinn;82;238;0,344537815
01/04/2018;Pelguranna;82;100;0,82
01/04/2018;Pikaliiva;41;447;0,091722595
01/04/2018;Pirita;11;173;0,063583815
01/04/2018;Priisle;63;185;0,340540541
01/04/2018;Rahumäe;7;162;0,043209877
01/04/2018;Raua;29;31;0,935483871
01/04/2018;Raudalu;3;180;0,016666667
01/04/2018;Sääse;39;61;0,639344262
01/04/2018;Sadama;121;139;0,870503597
01/04/2018;Seli;54;95;0,568421053
01/04/2018;Sibulaküla;14;13;1,076923077
01/04/2018;Siili;15;26;0,576923077
01/04/2018;Sikupilli;153;135;1,133333333
01/04/2018;Sitsi;19;45;0,422222222
01/04/2018;Sõjamäe;2;747;0,002677376
01/04/2018;Südalinn;1;25;0,04
01/04/2018;Tatari;18;22;0,818181818
01/04/2018;Tiskre;15;139;0,107913669
01/04/2018;Tondi;53;133;0,398496241
01/04/2018;Tõnismäe;2;22;0,090909091
01/04/2018;Torupilli;30;51;0,588235294
01/04/2018;Ülemiste;5;340;0,014705882
01/04/2018;ÜlemisteJärve;2;1396;0,001432665
01/04/2018;Uus Maailm;50;65;0,769230769
01/04/2018;Uuslinn;6;22;0,272727273
01/04/2018;Väike-Õismäe;86;218;0,394495413
01/04/2018;Vana-Mustamäe;9;198;0,045454545
01/04/2018;Vanalinn;28;110;0,254545455
01/04/2018;Veerenni;24;92;0,260869565
01/04/2018;Vismeistri;1;143;0,006993007
01/07/2018;Astangu;17;207;0,082125604
01/07/2018;Haabersti;1;97;0,010309278
01/07/2018;Järve;3;105;0,028571429
01/07/2018;Juhkentali;1;130;0,007692308
01/07/2018;Kadaka;20;281;0,071174377
01/07/2018;Kadriorg;14;256;0,0546875
01/07/2018;Kalamaja;29;210;0,138095238
01/07/2018;Karjamaa;5;97;0,051546392
01/07/2018;Kassisaba;5;45;0,111111111
01/07/2018;Katleri;8;38;0,210526316
01/07/2018;Keldrimäe;15;35;0,428571429
01/07/2018;Kelmiküla;3;21;0,142857143
01/07/2018;Kitseküla;5;140;0,035714286
01/07/2018;Kivimäe;1;222;0,004504505
01/07/2018;Kompassi;4;16;0,25
01/07/2018;Kopli;5;282;0,017730496
01/07/2018;Kose;2;346;0,005780347
01/07/2018;Kurepõllu;3;68;0,044117647
01/07/2018;Kuristiku;8;84;0,095238095
01/07/2018;Laagna;24;136;0,176470588
01/07/2018;Lepiku;1;162;0,00617284
01/07/2018;Liiva;1;264;0,003787879
01/07/2018;Lilleküla;51;546;0,093406593
01/07/2018;Loopealse;3;57;0,052631579
01/07/2018;Maakri;1;13;0,076923077
01/07/2018;Maarjamäe;1;155;0,006451613
01/07/2018;Mähe;5;282;0,017730496
01/07/2018;Männiku;8;447;0,017897092
01/07/2018;Mustakivi;15;116;0,129310345
01/07/2018;Mustamäe;55;441;0,124716553
01/07/2018;Mustjõe;1;179;0,005586592
01/07/2018;Nõmme;1;480;0,002083333
01/07/2018;Õismäe;2;178;0,011235955
01/07/2018;Pääsküla;8;661;0,012102874
01/07/2018;Pae;6;58;0,103448276
01/07/2018;Paevälja;8;119;0,067226891
01/07/2018;Pelgulinn;38;238;0,159663866
01/07/2018;Pelguranna;29;100;0,29
01/07/2018;Pikaliiva;10;447;0,022371365
01/07/2018;Pirita;1;173;0,005780347
01/07/2018;Priisle;14;185;0,075675676
01/07/2018;Rahumäe;2;162;0,012345679
01/07/2018;Raua;10;31;0,322580645
01/07/2018;Raudalu;2;180;0,011111111
01/07/2018;Sääse;12;61;0,196721311
01/07/2018;Sadama;20;139;0,143884892
01/07/2018;Seli;9;95;0,094736842
01/07/2018;Sibulaküla;2;13;0,153846154
01/07/2018;Siili;4;26;0,153846154
01/07/2018;Sikupilli;33;135;0,244444444
01/07/2018;Sitsi;5;45;0,111111111
01/07/2018;Tatari;4;22;0,181818182
01/07/2018;Tiskre;9;139;0,064748201
01/07/2018;Tondi;7;133;0,052631579
01/07/2018;Torupilli;9;51;0,176470588
01/07/2018;Ülemiste;1;340;0,002941176
01/07/2018;Uus Maailm;7;65;0,107692308
01/07/2018;Uuslinn;1;22;0,045454545
01/07/2018;Väike-Õismäe;29;218;0,133027523
01/07/2018;Vana-Mustamäe;1;198;0,005050505
01/07/2018;Vanalinn;3;110;0,027272727
01/07/2018;V?;1;408;0,00245098
01/07/2018;Veerenni;14;92;0,152173913
