long;lat;order;hole;piece;id
545743,0589;6588218,448;2097;FALSE;1;Ülemiste
545795,6735;6588274,613;2098;FALSE;1;Ülemiste
545820,5251;6588295,17;2099;FALSE;1;Ülemiste
545901,9923;6588381,502;2100;FALSE;1;Ülemiste
545911,6513;6588372,391;2101;FALSE;1;Ülemiste
545949,1145;6588411,698;2102;FALSE;1;Ülemiste
546011,1999;6588476,851;2103;FALSE;1;Ülemiste
546027,3313;6588493,34;2104;FALSE;1;Ülemiste
546070,0513;6588498,206;2105;FALSE;1;Ülemiste
546093,0215;6588501,224;2106;FALSE;1;Ülemiste
546301,3217;6588525,605;2107;FALSE;1;Ülemiste
546549,5223;6588555,681;2108;FALSE;1;Ülemiste
546624,1227;6588567,074;2109;FALSE;1;Ülemiste
546642,9229;6588571,973;2110;FALSE;1;Ülemiste
546683,5335;6588581,999;2111;FALSE;1;Ülemiste
546690,2137;6588584,098;2112;FALSE;1;Ülemiste
546786,5755;6588614,349;2113;FALSE;1;Ülemiste
546793,8657;6588616,528;2114;FALSE;1;Ülemiste
546847,0567;6588632,473;2115;FALSE;1;Ülemiste
546854,9367;6588634,832;2116;FALSE;1;Ülemiste
546897,5275;6588647,588;2117;FALSE;1;Ülemiste
546912,1177;6588651,957;2118;FALSE;1;Ülemiste
547126,5421;6588719,276;2119;FALSE;1;Ülemiste
547232,5909;6588505,508;2120;FALSE;1;Ülemiste
547062,9371;6588446,195;2121;FALSE;1;Ülemiste
546983,7931;6588394,073;2122;FALSE;1;Ülemiste
544725,02;6587378,48;2123;FALSE;1;Ülemistejärve
544788,6335;6587292,758;2124;FALSE;1;Ülemistejärve
544841,1114;6587331,768;2125;FALSE;1;Ülemistejärve
